"","DATE","DAILYAverageDryBulbTemp","DAILYPrecip","DAILYAverageStationPressure","DAILYAverageWindSpeed","DAILYAverageDewPointTemp"
"992737","2011-11-23","65",0.55,29.94,10.6,NA
"992762","2011-11-24","54",0,30.24,7,NA
"992789","2011-11-25","54",0,30.31,2.3,NA
"992818","2011-11-26","61",0,30.25,3.4,NA
"992843","2011-11-27","66",0,30.1,5.4,NA
"992900","2011-11-28","60",1.04,29.88,9.4,NA
"992926","2011-11-29","47",0.01,29.89,7.2,NA
"992951","2011-11-30","46",0,29.99,NA,NA
"992976","2011-12-01","48",0,30.21,3.1,NA
"993009","2011-12-02","48",0,30.36,2.1,NA
"993062","2011-12-03","50",0,30.43,5,NA
"993088","2011-12-04","60",0,30.33,7,NA
"993135","2011-12-05","64",0.12,30.17,2.9,NA
"993203","2011-12-06","64",NA,30.08,4.2,NA
"993234","2011-12-07","60",0.14,29.89,12.4,NA
"993259","2011-12-08","47",NA,30.19,5.5,NA
"993284","2011-12-09","54",0,30.2,4.5,NA
"993309","2011-12-10","49",0.01,30.24,6.6,NA
"993340","2011-12-11","50",0,30.37,11.8,NA
"993373","2011-12-12","46",0.27,30.36,9.4,NA
"993401","2011-12-13","55",0,30.36,4.9,NA
"993438","2011-12-14","54",0,30.32,1,NA
"993495","2011-12-15","60",NA,30.22,2.3,NA
"993530","2011-12-16","62",NA,30.15,4.6,NA
"993561","2011-12-17","55",0,30.11,6.4,NA
"993588","2011-12-18","50",0,30.24,3.9,NA
"993635","2011-12-19","50",0,30.28,2.1,NA
"993683","2011-12-20","58",NA,30.18,3.5,NA
"993710","2011-12-21","62",0.02,30.07,6.5,NA
"993735","2011-12-22","70",0,30.04,6,NA
"993767","2011-12-23","66",NA,30.06,4.7,NA
"993792","2011-12-24","56",0,30.28,6.8,NA
"993829","2011-12-25","52",0.25,30.29,4.1,NA
"993858","2011-12-26","52",0,30.23,6.9,NA
"993896","2011-12-27","60",0.2,29.88,12.7,NA
"993921","2011-12-28","46",0,30,8.4,NA
"993946","2011-12-29","48",0,30.06,3.7,NA
"993971","2011-12-30","50",0,30.07,4.6,NA
"994000","2011-12-31","57",0,30.04,NA,NA
"994025","2012-01-01","56",0.05,30.11,5,NA
"994050","2012-01-02","50",0,30.03,10,NA
"994075","2012-01-03","34",0,30.22,12.6,NA
"994100","2012-01-04","36",0,30.32,4.2,NA
"994125","2012-01-05","50",0,30.12,7.6,NA
"994151","2012-01-06","52",0,30.09,4.6,NA
"994176","2012-01-07","57",0,30.06,7.6,NA
"994220","2012-01-08","60",0,30.15,3.2,NA
"994245","2012-01-09","62",0,30.12,5.2,NA
"994270","2012-01-10","60",0.01,30.01,4,NA
"994302","2012-01-11","60",0.2,29.75,7.5,NA
"994327","2012-01-12","56",0,29.72,10.4,NA
"994352","2012-01-13","46",0,29.98,11,NA
"994377","2012-01-14","43",0,30.21,9,NA
"994402","2012-01-15","46",0,30.32,8.6,NA
"994427","2012-01-16","48",0,30.46,3.1,NA
"994452","2012-01-17","58",0,30.21,5,NA
"994485","2012-01-18","54",0.04,29.97,6.7,NA
"994510","2012-01-19","46",0,30.09,4.7,NA
"994555","2012-01-20","54",NA,30.11,5.8,NA
"994589","2012-01-21","64",0.37,30.02,8.6,NA
"994641","2012-01-22","52",0,30.14,5.8,NA
"994683","2012-01-23","57",0,30.11,5.2,NA
"994721","2012-01-24","60",0.03,30.09,3.4,NA
"994768","2012-01-25","54",NA,30.18,2.9,NA
"994815","2012-01-26","64",NA,30.02,5.6,NA
"994853","2012-01-27","58",0.26,29.83,10.4,NA
"994878","2012-01-28","52",0,30.08,4.8,NA
"994903","2012-01-29","48",0,30.27,5.1,NA
"994929","2012-01-30","48",0,30.37,3.6,NA
"994966","2012-01-31","51",0,30.36,NA,NA
"994992","2012-02-01","58",0.01,30.22,4.1,NA
"995021","2012-02-02","64",NA,30.09,5.8,NA
"995046","2012-02-03","56",0,30.3,8.5,NA
"995071","2012-02-04","64",0,30.21,5.5,NA
"995099","2012-02-05","66",0,29.99,8,NA
"995128","2012-02-06","55",0,30.12,7.9,NA
"995172","2012-02-07","51",0,30.1,4.6,NA
"995231","2012-02-08","52",0,30.09,2.9,NA
"995257","2012-02-09","46",0,30.19,5.8,NA
"995283","2012-02-10","53",0,30.06,3.4,NA
"995308","2012-02-11","46",0,29.87,14.1,NA
"995333","2012-02-12","36",0,30.24,9.6,NA
"995358","2012-02-13","38",0,30.22,3.2,NA
"995389","2012-02-14","46",0.06,30.09,2.3,NA
"995464","2012-02-15","57",0,30.15,2.5,NA
"995517","2012-02-16","59",0.01,30.09,2.3,NA
"995550","2012-02-17","58",0,30.01,5,NA
"995591","2012-02-18","56",0.4,29.97,5,NA
"995656","2012-02-19","62",1.58,29.7,10,NA
"995689","2012-02-20","48",0,30.1,8.9,NA
"995714","2012-02-21","54",NA,30.19,4.6,NA
"995762","2012-02-22","59",NA,29.93,7.8,NA
"995790","2012-02-23","71",NA,29.71,11.3,NA
"995821","2012-02-24","71",0.06,29.74,14.6,NA
"995846","2012-02-25","48",0,30.12,9.3,NA
"995871","2012-02-26","47",0,30.37,6.9,NA
"995916","2012-02-27","58",0.22,30.32,3.9,NA
"995959","2012-02-28","",NA,NA,NA,NA
"995998","2012-02-29","67",0,30.12,NA,NA
"996041","2012-03-01","68",0.43,29.93,7.6,NA
"996066","2012-03-02","72",0.01,29.89,8,NA
"996136","2012-03-03","65",2.72,29.75,6.5,NA
"996187","2012-03-04","50",1.44,29.81,13.4,NA
"996212","2012-03-05","54",0,30.17,12.4,NA
"996238","2012-03-06","49",0,30.52,8.9,NA
"996263","2012-03-07","60",0,30.49,8.4,NA
"996292","2012-03-08","65",0,30.3,4.6,NA
"996324","2012-03-09","68",0.04,30.12,6.8,NA
"996350","2012-03-10","55",0,30.31,9,NA
"996375","2012-03-11","58",0,30.4,8,NA
"996400","2012-03-12","64",0,30.32,4.1,NA
"996431","2012-03-13","66",0.14,30.23,3.9,NA
"996456","2012-03-14","68",NA,30.19,3.5,NA
"996496","2012-03-15","68",0,30.22,4.6,NA
"996532","2012-03-16","68",0.09,30.2,6.9,NA
"996566","2012-03-17","72",0.01,30.17,4.7,NA
"996614","2012-03-18","71",1.25,30.19,3.6,NA
"996662","2012-03-19","70",0,30.14,3.1,NA
"996703","2012-03-20","69",NA,30.13,4.3,NA
"996759","2012-03-21","70",0.02,30.17,4.5,NA
"996790","2012-03-22","72",0.04,30.16,5.1,NA
"996849","2012-03-23","72",0.55,30.07,5,NA
"996889","2012-03-24","70",1.14,29.88,5.7,NA
"996915","2012-03-25","63",NA,29.75,9.7,NA
"996940","2012-03-26","70",0,29.88,7.2,NA
"996965","2012-03-27","62",0,30.15,8.2,NA
"996994","2012-03-28","70",0,30.12,5.7,NA
"997019","2012-03-29","74",0,29.94,8.6,NA
"997044","2012-03-30","73",0,29.93,7.1,NA
"997078","2012-03-31","70",0.12,29.83,NA,NA
"997109","2012-04-01","72",NA,29.8,5,NA
"997135","2012-04-02","78",0.09,29.76,10.3,NA
"997169","2012-04-03","73",0.05,29.89,7.5,NA
"997201","2012-04-04","74",NA,29.79,5.1,NA
"997236","2012-04-05","76",0.71,29.68,6.9,NA
"997273","2012-04-06","56",0.11,29.82,10.2,NA
"997299","2012-04-07","57",0,30.15,4.8,NA
"997324","2012-04-08","64",0,30.11,7.4,NA
"997349","2012-04-09","67",0,30,6.8,NA
"997374","2012-04-10","68",0,29.95,7,NA
"997399","2012-04-11","58",0,29.95,8.5,NA
"997424","2012-04-12","56",0,30.13,5.8,NA
"997454","2012-04-13","60",0,30.17,3.1,NA
"997482","2012-04-14","62",0,30.24,4.6,NA
"997507","2012-04-15","72",NA,30.21,6,NA
"997532","2012-04-16","71",0,30.18,5.7,NA
"997565","2012-04-17","72",NA,30.12,5.4,NA
"997611","2012-04-18","70",0.03,30.02,5.1,NA
"997653","2012-04-19","68",0.07,29.96,7.4,NA
"997692","2012-04-20","69",0,29.89,4.9,NA
"997732","2012-04-21","74",NA,29.75,3.7,NA
"997783","2012-04-22","66",0.11,29.5,8.9,NA
"997809","2012-04-23","56",0,29.66,11.7,NA
"997834","2012-04-24","58",0,29.83,10.8,NA
"997859","2012-04-25","66",0,29.92,8.4,NA
"997884","2012-04-26","76",0,29.93,12,NA
"997909","2012-04-27","78",0,29.98,8.1,NA
"997934","2012-04-28","76",0,30.04,5,NA
"997968","2012-04-29","74",0,30.08,3.4,NA
"998018","2012-04-30","74",NA,30.13,NA,NA
"998043","2012-05-01","74",NA,30.11,4.2,NA
"998072","2012-05-02","75",NA,30.1,3.2,NA
"998113","2012-05-03","74",NA,30.1,2.7,NA
"998141","2012-05-04","77",0,30.03,3.5,NA
"998171","2012-05-05","82",0.02,29.89,7.3,NA
"998197","2012-05-06","78",0.02,29.87,7.1,NA
"998243","2012-05-07","74",0.15,29.93,7.7,NA
"998272","2012-05-08","76",NA,29.9,5.1,NA
"998325","2012-05-09","76",2.54,29.76,3.8,NA
"998352","2012-05-10","71",NA,29.8,5.2,NA
"998382","2012-05-11","70",0,30.03,4.4,NA
"998407","2012-05-12","74",0,30.21,7.6,NA
"998434","2012-05-13","72",0.08,30.13,5.8,NA
"998477","2012-05-14","76",0.61,29.97,5.5,NA
"998509","2012-05-15","77",0,29.93,4.6,NA
"998534","2012-05-16","77",0,29.91,2.6,NA
"998578","2012-05-17","74",0.75,29.88,4.5,NA
"998612","2012-05-18","70",NA,29.94,9.5,NA
"998637","2012-05-19","70",0,30,8.8,NA
"998662","2012-05-20","74",NA,29.97,10.1,NA
"998697","2012-05-21","75",0,29.93,5.5,NA
"998734","2012-05-22","77",0.2,29.84,4.1,NA
"998761","2012-05-23","74",0,29.84,4.6,NA
"998789","2012-05-24","80",0.01,29.92,4.5,NA
"998840","2012-05-25","80",0,30,5.8,NA
"998865","2012-05-26","80",NA,30,7.9,NA
"998900","2012-05-27","78",0.18,29.94,13.7,NA
"998948","2012-05-28","78",0.3,29.92,11.9,NA
"999002","2012-05-29","78",0.98,29.83,10.1,NA
"999038","2012-05-30","80",0.04,29.7,8.9,NA
"999074","2012-05-31","78",0,29.83,NA,NA
"999105","2012-06-01","79",0.02,29.81,5.5,NA
"999130","2012-06-02","74",0,29.81,7.1,NA
"999155","2012-06-03","74",0,29.91,6.7,NA
"999186","2012-06-04","76",0.2,29.78,7.3,NA
"999211","2012-06-05","74",0.03,29.75,5.5,NA
"999253","2012-06-06","72",0.56,29.82,6,NA
"999278","2012-06-07","72",0,29.96,6.8,NA
"999303","2012-06-08","74",0,29.98,5,NA
"999332","2012-06-09","74",0,30.03,4.7,NA
"999388","2012-06-10","76",0.85,30.05,5.5,NA
"999451","2012-06-11","76",1.05,30.08,6.4,NA
"999486","2012-06-12","79",0.17,29.95,6.8,NA
"999520","2012-06-13","78",0,29.87,3,NA
"999546","2012-06-14","78",0,29.98,5.3,NA
"999571","2012-06-15","76",0,30.07,8.1,NA
"999597","2012-06-16","75",0,30.11,6.8,NA
"999623","2012-06-17","74",0,30.06,4.6,NA
"999655","2012-06-18","73",0,30.04,2.4,NA
"999685","2012-06-19","76",NA,30.11,3.1,NA
"999719","2012-06-20","78",0,30.11,4.3,NA
"999755","2012-06-21","78",0,30.01,3.1,NA
"999786","2012-06-22","77",0,29.9,2.7,NA
"999821","2012-06-23","80",NA,29.91,2.9,NA
"999871","2012-06-24","81",0.22,29.92,3.1,NA
"999913","2012-06-25","79",0.02,29.78,4.7,NA
"999960","2012-06-26","72",0.12,29.7,9.8,NA
"999986","2012-06-27","74",NA,29.85,9,NA
"1000011","2012-06-28","78",0,29.98,3.8,NA
"1000037","2012-06-29","86",0,29.86,6.4,NA
"1000062","2012-06-30","88",0,29.83,NA,NA
"1000090","2012-07-01","86",0.04,29.91,5.8,NA
"1000115","2012-07-02","82",0,30.01,4.8,NA
"1000140","2012-07-03","87",0,29.96,3.9,NA
"1000166","2012-07-04","83",0,29.97,4.8,NA
"1000191","2012-07-05","87",0,29.93,6,NA
"1000219","2012-07-06","84",0,29.93,5.2,NA
"1000244","2012-07-07","85",0,29.99,6.1,NA
"1000269","2012-07-08","88",0,29.98,8.2,NA
"1000294","2012-07-09","90",0,29.92,8.9,NA
"1000326","2012-07-10","85",NA,29.93,5.7,NA
"1000356","2012-07-11","84",0,30,3.2,NA
"1000390","2012-07-12","83",NA,30.03,5.1,NA
"1000422","2012-07-13","84",0.06,30.06,5.5,NA
"1000449","2012-07-14","84",NA,30.11,4.6,NA
"1000486","2012-07-15","80",0.02,30.11,3.1,NA
"1000517","2012-07-16","82",0,30.02,2.1,NA
"1000550","2012-07-17","82",NA,29.94,2.8,NA
"1000577","2012-07-18","82",0.01,29.97,4.7,NA
"1000606","2012-07-19","85",0,30.02,8.6,NA
"1000635","2012-07-20","84",0.01,30,10.5,NA
"1000660","2012-07-21","86",0,30.03,7.5,NA
"1000685","2012-07-22","87",0,30.12,3.6,NA
"1000710","2012-07-23","84",0,30.13,4,NA
"1000740","2012-07-24","86",NA,29.98,8.1,NA
"1000765","2012-07-25","85",0,29.91,4.1,NA
"1000790","2012-07-26","88",0,29.89,5.8,NA
"1000824","2012-07-27","88",NA,29.92,6.7,NA
"1000851","2012-07-28","86",NA,29.96,6.6,NA
"1000878","2012-07-29","88",NA,29.93,5.4,NA
"1000917","2012-07-30","79",0.33,29.91,3.1,NA
"1000963","2012-07-31","80",0.02,29.91,NA,NA
"1001001","2012-08-01","84",0.2,29.86,3.9,NA
"1001036","2012-08-02","82",NA,29.88,3.4,NA
"1001069","2012-08-03","82",0,29.97,4,NA
"1001096","2012-08-04","82",0.01,30.07,5.7,NA
"1001125","2012-08-05","82",0.16,30.1,4.4,NA
"1001164","2012-08-06","84",0.01,30.06,3,NA
"1001208","2012-08-07","80",0.41,29.98,2.3,NA
"1001243","2012-08-08","80",0.04,29.96,1.6,NA
"1001297","2012-08-09","82",NA,29.93,2.9,NA
"1001331","2012-08-10","81",0,29.88,8.5,NA
"1001379","2012-08-11","82",0.07,29.89,6.7,NA
"1001408","2012-08-12","81",0.02,29.94,3.9,NA
"1001440","2012-08-13","82",0,29.97,3.1,NA
"1001465","2012-08-14","82",NA,29.93,5.2,NA
"1001492","2012-08-15","84",0,29.91,7.4,NA
"1001519","2012-08-16","82",NA,29.96,2.9,NA
"1001555","2012-08-17","82",NA,29.91,2.8,NA
"1001586","2012-08-18","82",0,29.84,4.7,NA
"1001614","2012-08-19","80",0.16,29.85,5.6,NA
"1001642","2012-08-20","80",0,29.87,6.8,NA
"1001675","2012-08-21","78",0.03,29.95,2.3,NA
"1001708","2012-08-22","79",0,30,3.3,NA
"1001749","2012-08-23","76",0.17,30.03,4.1,NA
"1001787","2012-08-24","78",NA,30.03,6.9,NA
"1001812","2012-08-25","76",NA,30.06,4.8,NA
"1001838","2012-08-26","77",0,30.06,6.3,NA
"1001871","2012-08-27","81",NA,29.99,7,NA
"1001932","2012-08-28","78",1.93,29.95,3.3,NA
"1001980","2012-08-29","80",1.44,29.94,3.4,NA
"1002019","2012-08-30","78",0.02,30.03,1.7,NA
"1002061","2012-08-31","82",0,30.14,NA,NA
"1002087","2012-09-01","84",0,30.09,3.3,NA
"1002112","2012-09-02","84",0,30,4,NA
"1002142","2012-09-03","84",0,29.97,4.6,NA
"1002171","2012-09-04","83",0,29.94,5.2,NA
"1002198","2012-09-05","80",NA,29.92,3.6,NA
"1002224","2012-09-06","82",0,29.92,4.2,NA
"1002250","2012-09-07","84",0,29.88,4.6,NA
"1002289","2012-09-08","84",0.33,29.8,8.7,NA
"1002330","2012-09-09","76",NA,29.82,6.8,NA
"1002355","2012-09-10","74",NA,30.01,3.6,NA
"1002380","2012-09-11","74",0,30.16,7.3,NA
"1002405","2012-09-12","74",0,30.21,7.3,NA
"1002430","2012-09-13","74",0,30.18,7.8,NA
"1002459","2012-09-14","76",0,30.12,5,NA
"1002499","2012-09-15","76",0,30.08,2.9,NA
"1002551","2012-09-16","77",NA,30.05,2.3,NA
"1002588","2012-09-17","77",NA,29.98,4.1,NA
"1002620","2012-09-18","78",0.8,29.81,10,NA
"1002658","2012-09-19","78",0,29.91,7.4,NA
"1002690","2012-09-20","72",0,30.04,4.6,NA
"1002715","2012-09-21","74",0,30.01,2.8,NA
"1002740","2012-09-22","76",0,29.98,3.4,NA
"1002765","2012-09-23","75",0,30,5.4,NA
"1002790","2012-09-24","70",0,30.07,6.7,NA
"1002815","2012-09-25","71",0,30.15,5,NA
"1002848","2012-09-26","74",0,30.13,5.6,NA
"1002884","2012-09-27","77",0,30.11,3.3,NA
"1002931","2012-09-28","76",0,30.03,2,NA
"1002969","2012-09-29","78",NA,29.92,2.6,NA
"1003008","2012-09-30","75",NA,29.83,NA,NA
"1003047","2012-10-01","79",NA,29.75,3.9,NA
"1003104","2012-10-02","80",NA,29.81,4.5,NA
"1003136","2012-10-03","77",NA,30.05,2.1,NA
"1003180","2012-10-04","76",0,30.16,3.1,NA
"1003205","2012-10-05","77",0,30.08,3,NA
"1003243","2012-10-06","77",NA,29.94,1.8,NA
"1003283","2012-10-07","79",NA,29.93,3.3,NA
"1003332","2012-10-08","65",NA,30.01,10.2,NA
"1003363","2012-10-09","61",0,30.06,7.3,NA
"1003392","2012-10-10","62",0,30.07,4.1,NA
"1003417","2012-10-11","66",0,30.16,3.9,NA
"1003442","2012-10-12","68",0,30.16,2,NA
"1003472","2012-10-13","68",0,30.25,8.2,NA
"1003497","2012-10-14","70",0,30.14,5.4,NA
"1003526","2012-10-15","74",NA,29.87,5.8,NA
"1003551","2012-10-16","62",0,29.88,4.3,NA
"1003576","2012-10-17","64",0,29.89,3.5,NA
"1003602","2012-10-18","70",NA,29.81,2.9,NA
"1003632","2012-10-19","68",NA,29.78,6.1,NA
"1003657","2012-10-20","64",0,29.84,4.6,NA
"1003682","2012-10-21","63",0,30.02,4.2,NA
"1003716","2012-10-22","62",0,30.14,3.3,NA
"1003753","2012-10-23","65",0,30.12,2.6,NA
"1003787","2012-10-24","70",NA,30.08,5.7,NA
"1003812","2012-10-25","73",0,30.01,8.4,NA
"1003838","2012-10-26","73",0,29.87,12.4,NA
"1003873","2012-10-27","69",0,29.61,15.2,NA
"1003898","2012-10-28","68",0,29.58,12.5,NA
"1003923","2012-10-29","57",0,29.62,14.2,NA
"1003948","2012-10-30","54",0,29.61,13.8,NA
"1003973","2012-10-31","56",0,29.78,NA,NA
"1003998","2012-11-01","56",0,29.85,9.3,NA
"1004023","2012-11-02","58",0,29.92,6.9,NA
"1004048","2012-11-03","57",0,30,3.2,NA
"1004082","2012-11-04","70",NA,29.95,6.5,NA
"1004123","2012-11-05","58",0,29.96,6,NA
"1004149","2012-11-06","51",NA,29.92,9.2,NA
"1004174","2012-11-07","46",0,29.89,6.1,NA
"1004199","2012-11-08","54",0,30.04,6.2,NA
"1004224","2012-11-09","52",0,30.19,2.2,NA
"1004258","2012-11-10","56",0,30.29,1,NA
"1004283","2012-11-11","62",NA,30.34,4.6,NA
"1004328","2012-11-12","66",NA,30.25,2.4,NA
"1004362","2012-11-13","64",0,30.16,7,NA
"1004393","2012-11-14","52",0,30.25,11.8,NA
"1004429","2012-11-15","49",0.38,30.18,10.3,NA
"1004463","2012-11-16","50",0,30.21,7.8,NA
"1004490","2012-11-17","50",0,30.27,10.4,NA
"1004524","2012-11-18","52",0.19,30.22,12.7,NA
"1004559","2012-11-19","58",NA,30.14,9.3,NA
"1004586","2012-11-20","58",0,30.06,5.5,NA
"1004632","2012-11-21","54",NA,30.05,5.3,NA
"1004657","2012-11-22","53",0,30.13,7,NA
"1004682","2012-11-23","52",0,30.08,4,NA
"1004707","2012-11-24","50",0,29.98,6.2,NA
"1004738","2012-11-25","48",0,30.1,4.1,NA
"1004775","2012-11-26","50",NA,30.16,2.6,NA
"1004813","2012-11-27","51",0.07,30.15,1.3,NA
"1004871","2012-11-28","49",0.01,30.23,4.3,NA
"1004896","2012-11-29","50",0,30.36,5.1,NA
"1004921","2012-11-30","56",0,30.3,NA,NA
"1004946","2012-12-01","60",0,30.29,4.7,NA
"1004990","2012-12-02","63",NA,30.28,2.3,NA
"1005066","2012-12-03","62",0.01,30.26,1.1,NA
"1005104","2012-12-04","62",NA,30.25,0.8,NA
"1005168","2012-12-05","61",NA,30.15,1.2,NA
"1005206","2012-12-06","58",0,30.09,6.3,NA
"1005252","2012-12-07","56",0,30.01,5.5,NA
"1005297","2012-12-08","58",NA,30.02,0.7,NA
"1005355","2012-12-09","63",0,30.04,0.8,NA
"1005414","2012-12-10","68",NA,29.86,6.4,NA
"1005456","2012-12-11","64",0.03,29.88,3,NA
"1005492","2012-12-12","54",0.57,30.08,7.7,NA
"1005531","2012-12-13","46",0.05,30.22,10.7,NA
"1005563","2012-12-14","51",0,30.26,5.4,NA
"1005606","2012-12-15","56",0.01,30.13,2.9,NA
"1005673","2012-12-16","61",NA,30,3.5,NA
"1005711","2012-12-17","65",0.32,29.81,6.8,NA
"1005744","2012-12-18","56",0.01,29.82,10.3,NA
"1005769","2012-12-19","54",0,30.03,3.5,NA
"1005825","2012-12-20","56",0.16,29.93,10,NA
"1005850","2012-12-21","49",0,29.86,16.7,NA
"1005876","2012-12-22","48",0,30.1,10.1,NA
"1005901","2012-12-23","45",0,30.14,4.7,NA
"1005938","2012-12-24","53",0.13,30.01,3.1,NA
"1006018","2012-12-25","52",0.11,29.97,3.4,NA
"1006061","2012-12-26","56",0.5,29.69,16,NA
"1006086","2012-12-27","44",0,29.94,7.9,NA
"1006115","2012-12-28","44",0,30.04,1.9,NA
"1006168","2012-12-29","54",0.76,29.83,12.1,NA
"1006193","2012-12-30","42",0,30.27,6.9,NA
"1006233","2012-12-31","45",0,30.32,NA,NA
"1006258","2013-01-01","54",0,30.07,4.2,NA
"1006302","2013-01-02","58",0.02,29.96,6.3,NA
"1006348","2013-01-03","51",0.23,30.11,2.9,NA
"1006388","2013-01-04","47",0,30.25,4.4,NA
"1006413","2013-01-05","46",0,30.3,3.6,NA
"1006440","2013-01-06","52",0.01,30.16,2.2,NA
"1006465","2013-01-07","48",NA,30.26,8.3,NA
"1006490","2013-01-08","56",0,30.29,6.1,NA
"1006524","2013-01-09","62",NA,30.31,3.4,NA
"1006590","2013-01-10","61",0.03,30.34,5.1,NA
"1006655","2013-01-11","66",0.01,30.21,3,NA
"1006733","2013-01-12","66",0.01,30.13,2.3,NA
"1006799","2013-01-13","62",0.01,30.09,3,NA
"1006824","2013-01-14","69",NA,30.11,6,NA
"1006849","2013-01-15","66",NA,30.08,4.7,NA
"1006874","2013-01-16","70",NA,29.98,7.9,NA
"1006908","2013-01-17","60",0.09,29.89,10.2,NA
"1006935","2013-01-18","48",0,30.3,11.4,NA
"1006960","2013-01-19","50",0,30.34,4.9,NA
"1007003","2013-01-20","54",0,30.12,4.1,NA
"1007028","2013-01-21","51",NA,30.03,5.3,NA
"1007053","2013-01-22","50",0,30.14,8.4,NA
"1007078","2013-01-23","46",0,30.27,6.5,NA
"1007104","2013-01-24","54",0,30.17,12.7,NA
"1007137","2013-01-25","44",0,30.29,5.8,NA
"1007164","2013-01-26","52",0,30.14,4.4,NA
"1007193","2013-01-27","48",0,30.38,8.7,NA
"1007231","2013-01-28","54",0,30.35,3.3,NA
"1007306","2013-01-29","62",0,30.18,3.5,NA
"1007346","2013-01-30","64",0.11,29.9,15,NA
"1007373","2013-01-31","48",0.03,29.94,NA,NA
"1007398","2013-02-01","46",0,30.19,10.3,NA
"1007423","2013-02-02","44",0,30.25,4.7,NA
"1007448","2013-02-03","53",0,30.02,10.2,NA
"1007473","2013-02-04","42",0,30.06,1.7,NA
"1007501","2013-02-05","53",0,30,6,NA
"1007526","2013-02-06","61",0,30.07,3.5,NA
"1007605","2013-02-07","54",1.96,30,5.5,NA
"1007634","2013-02-08","57",NA,29.87,9.4,NA
"1007660","2013-02-09","52",0,30.17,4.6,NA
"1007695","2013-02-10","52",0,30.27,7.5,NA
"1007742","2013-02-11","63",1.83,30.1,4.4,NA
"1007803","2013-02-12","56",1.46,30,4.8,NA
"1007853","2013-02-13","64",0.66,29.76,9.3,NA
"1007879","2013-02-14","49",0,29.97,3.4,NA
"1007904","2013-02-15","49",0,30.03,2.6,NA
"1007934","2013-02-16","46",0.01,29.89,8.3,NA
"1007959","2013-02-17","40",0,30.16,9.7,NA
"1007984","2013-02-18","40",0,30.34,3.3,NA
"1008031","2013-02-19","52",0.12,30.08,6.3,NA
"1008057","2013-02-20","46",0,30.08,4.3,NA
"1008082","2013-02-21","50",0,30.09,3.2,NA
"1008133","2013-02-22","54",0.15,30.08,7,NA
"1008202","2013-02-23","54",2.42,29.93,5.9,NA
"1008243","2013-02-24","60",0,29.89,4.8,NA
"1008309","2013-02-25","48",0.62,29.95,7.7,NA
"1008366","2013-02-26","60",2.9,29.69,10.6,NA
"1008396","2013-02-27","55",0,29.81,10.7,NA
"1008422","2013-02-28","54",0,29.83,NA,NA
"1008447","2013-03-01","46s",0,29.91,7.9,NA
"1008472","2013-03-02","44",0,29.9,10.1,NA
"1008499","2013-03-03","39",0,29.94,8.7,NA
"1008524","2013-03-04","44",0,30.1,6.5,NA
"1008550","2013-03-05","52",0.02,29.99,7.8,NA
"1008577","2013-03-06","50",NA,29.86,16.1,NA
"1008602","2013-03-07","48",0,30.14,5.9,NA
"1008631","2013-03-08","50",0,30.19,6.5,NA
"1008656","2013-03-09","50",0,30.25,4.3,NA
"1008699","2013-03-10","53",0,30.2,4.9,NA
"1008724","2013-03-11","60",0,30.03,5.1,NA
"1008761","2013-03-12","63",0.14,29.83,9.4,NA
"1008786","2013-03-13","57",0,30.03,10.8,NA
"1008811","2013-03-14","48",0,30.2,8,NA
"1008836","2013-03-15","52",0,30.14,6.3,NA
"1008861","2013-03-16","67",0,29.96,12.2,NA
"1008886","2013-03-17","66",0,29.98,8.2,NA
"1008921","2013-03-18","62",0.69,29.96,6.4,NA
"1008957","2013-03-19","65",0.02,29.89,7.5,NA
"1008982","2013-03-20","54",0,29.96,6.9,NA
"1009007","2013-03-21","48",0,29.84,10.7,NA
"1009032","2013-03-22","46",NA,30.01,4.1,NA
"1009068","2013-03-23","53",0.13,29.96,6.5,NA
"1009142","2013-03-24","60",1.51,29.58,10.3,NA
"1009171","2013-03-25","50",0,29.73,15.7,NA
"1009196","2013-03-26","44",0,30.04,12.3,NA
"1009221","2013-03-27","46",0,30.2,6.4,NA
"1009246","2013-03-28","48",0,30.22,6.5,NA
"1009291","2013-03-29","50",0,30.26,5.2,NA
"1009316","2013-03-30","62",0,30.13,7.6,NA
"1009349","2013-03-31","64",0.18,29.98,NA,NA
"1009383","2013-04-01","68",0.09,29.88,7.6,NA
"1009408","2013-04-02","60",0,30.03,5.2,NA
"1009465","2013-04-03","60",0.07,30.1,6.9,NA
"1009499","2013-04-04","55",0.47,29.99,9.6,NA
"1009536","2013-04-05","54",0.18,29.91,8.4,NA
"1009562","2013-04-06","58",0,30.11,6.3,NA
"1009607","2013-04-07","62",NA,30.16,5.4,NA
"1009668","2013-04-08","66",NA,30.12,4.2,NA
"1009733","2013-04-09","68",0,30.14,4.8,NA
"1009759","2013-04-10","68",NA,30.08,5.4,NA
"1009800","2013-04-11","72",NA,29.92,7.2,NA
"1009840","2013-04-12","74",0.44,29.75,8.1,NA
"1009865","2013-04-13","66",0,29.91,5.6,NA
"1009901","2013-04-14","62",NA,29.99,6.1,NA
"1009940","2013-04-15","67",NA,29.97,3.7,NA
"1009971","2013-04-16","70",NA,30.16,4.6,NA
"1010022","2013-04-17","70",NA,30.15,3.6,NA
"1010052","2013-04-18","72",0,30.06,6.7,NA
"1010093","2013-04-19","71",1.15,29.91,9.3,NA
"1010122","2013-04-20","56",0.32,30.06,7.6,NA
