,DATE,DAILYAverageDryBulbTemp,DAILYPrecip,DAILYAverageStationPressure,DAILYAverageWindSpeed,DAILYAverageDewPointTemp
279564,24-Dec-11,51,0,30.3,7.9,NA
279589,25-Dec-11,50,0,30.3,4,NA
279614,26-Dec-11,50,0,30.22,8.9,NA
279661,27-Dec-11,56,2.2,29.95,16.3,NA
279686,28-Dec-11,53,0,29.81,14.4,NA
279711,29-Dec-11,48,0,30.05,4.9,NA
279736,30-Dec-11,54,0,30.08,6.9,NA
279761,31-Dec-11,56,0,29.99,7.3,51
279786,1-Jan-12,54,0,30.09,8.1,50
279813,2-Jan-12,52,0,29.91,10.2,30
279838,3-Jan-12,36,T,29.97,13.5,18
279863,4-Jan-12,36,0,30.27,8.1,16
279888,5-Jan-12,42,0,30.04,6.8,29
279913,6-Jan-12,48,0,30.06,9.7,42
279938,7-Jan-12,60,0,29.98,11.9,48
279963,8-Jan-12,54,0,30.14,7.3,45
280008,9-Jan-12,52,0.47,30.15,6.1,47
280042,10-Jan-12,46,0,30.04,4.5,40
280091,11-Jan-12,52,3.08,29.9,9.6,52
280129,12-Jan-12,58,0.38,29.64,17.1,51
280157,13-Jan-12,55,0,29.8,17.6,33
280182,14-Jan-12,40,0,30.1,9.4,24
280207,15-Jan-12,42,0,30.28,8.3,27
280232,16-Jan-12,47,0,30.53,4.2,30
280257,17-Jan-12,60,T,30.19,14.4,53
280295,18-Jan-12,54,0.41,29.96,13.5,43
280320,19-Jan-12,44,0,30.11,6.9,33
280345,20-Jan-12,52,T,30.15,6,42
280379,21-Jan-12,56,0.29,30.02,11.7,54
280419,22-Jan-12,50,T,30.2,9.1,45
280475,23-Jan-12,56,0,30.16,5,51
280522,24-Jan-12,58,T,30.08,6.9,57
280557,25-Jan-12,52,0,30.23,5.5,48
280585,26-Jan-12,59,0.1,30.1,4.3,55
280630,27-Jan-12,62,0.3,29.78,15.2,57
280655,28-Jan-12,54,0,30.05,4.2,46
280680,29-Jan-12,44,0,30.22,6.6,32
280705,30-Jan-12,46,0,30.35,5.6,30
280730,31-Jan-12,56,0,30.37,8.6,43
280755,1-Feb-12,62,0,30.21,12.4,51
280784,2-Feb-12,58,0.09,30.06,9,53
280813,3-Feb-12,46,0,30.39,8.6,36
280838,4-Feb-12,50,T,30.26,6.5,43
280886,5-Feb-12,55,0.43,30.03,9.1,45
280914,6-Feb-12,50,0.06,30.19,7.3,39
280949,7-Feb-12,51,0.36,30.1,6.5,42
280992,8-Feb-12,54,0.02,30.06,8.7,45
281025,9-Feb-12,40,0,30.19,5.7,32
281060,10-Feb-12,42,0.43,30.15,4,35
281104,11-Feb-12,46,0.34,29.71,10.5,40
281129,12-Feb-12,34,0,30.02,14.4,14
281154,13-Feb-12,40,0,30.2,5.6,22
281179,14-Feb-12,48,0.07,30.13,4.1,40
281204,15-Feb-12,49,0,30.17,4.9,40
281238,16-Feb-12,51,0.04,30.17,8.1,48
281278,17-Feb-12,50,0,30,6.9,45
281303,18-Feb-12,52,0,30.07,4.2,43
281366,19-Feb-12,55,1.04,29.81,11.7,49
281393,20-Feb-12,44,0.05,29.99,10.7,36
281418,21-Feb-12,52,0.02,30.23,9.6,44
281445,22-Feb-12,60,0,29.9,11.3,52
281473,23-Feb-12,62,0,29.67,13.9,59
281521,24-Feb-12,65,0.48,29.67,20.2,63
281546,25-Feb-12,52,0,29.94,16.5,28
281571,26-Feb-12,42,0,30.43,4.7,26
281596,27-Feb-12,52,T,30.41,5.9,47
281637,28-Feb-12,56,0,30.35,6.7,47
281663,29-Feb-12,60,T,30.15,10.4,58
281692,1-Mar-12,66,0,29.79,15.5,60
281721,2-Mar-12,63,0,29.9,9.8,59
281750,3-Mar-12,64,0.26,29.73,12.3,60
281807,4-Mar-12,50,1.44,29.69,9.9,42
281832,5-Mar-12,52,0.05,30.09,14.6,31
281857,6-Mar-12,44,0,30.59,7.5,29
281882,7-Mar-12,56,0,30.61,7,47
281909,8-Mar-12,64,0.03,30.39,10.6,55
281951,9-Mar-12,57,0.21,30.15,10,50
281976,10-Mar-12,47,0,30.41,9.9,33
282001,11-Mar-12,50,0,30.53,6,37
282026,12-Mar-12,56,0,30.4,5.1,49
282051,13-Mar-12,64,T,30.24,9,57
282083,14-Mar-12,63,0,30.19,4.5,58
282118,15-Mar-12,62,0,30.25,5.6,61
282143,16-Mar-12,68,0,30.2,8.5,63
282179,17-Mar-12,66,0,30.19,6.9,60
282233,18-Mar-12,65,0,30.23,5.2,59
282280,19-Mar-12,66,0,30.17,3,59
282311,20-Mar-12,67,0,30.19,5,60
282347,21-Mar-12,68,0.49,30.28,4,62
282380,22-Mar-12,68,0.51,30.26,4.6,62
282405,23-Mar-12,69,0,30.09,5.8,63
282433,24-Mar-12,68,0.11,29.94,5.6,64
282476,25-Mar-12,68,0.53,29.7,6.9,62
282516,26-Mar-12,62,0.19,29.77,12.6,49
282541,27-Mar-12,46,0,30.24,9.7,30
282566,28-Mar-12,54,0,30.09,13.2,50
282591,29-Mar-12,68,0,29.83,9.3,53
282623,30-Mar-12,64,0,29.98,8.9,53
282663,31-Mar-12,62,0.31,29.78,8.9,61
282701,1-Apr-12,56,0.12,29.8,9,48
282730,2-Apr-12,55,T,29.73,11.8,47
282755,3-Apr-12,52,0,29.97,7,42
282782,4-Apr-12,68,0.02,29.75,8.9,60
282811,5-Apr-12,60,0.19,29.72,12.7,51
282844,6-Apr-12,53,0.81,29.82,13.8,43
282869,7-Apr-12,55,0,30.11,6.7,37
282894,8-Apr-12,62,0,30.03,9.1,47
282919,9-Apr-12,64,0,29.94,9.8,47
282944,10-Apr-12,64,0,29.86,11.8,50
282969,11-Apr-12,58,0.06,29.89,9.8,37
282994,12-Apr-12,52,0,30.1,7.6,35
283019,13-Apr-12,54,0,30.22,4,38
283044,14-Apr-12,58,0,30.29,8.9,46
283069,15-Apr-12,70,0,30.22,13.9,59
283094,16-Apr-12,71,0,30.18,11,62
283119,17-Apr-12,71,0,30.12,8.7,58
283144,18-Apr-12,70,0,30.09,7.2,54
283183,19-Apr-12,62,0.59,30.01,6.9,58
283215,20-Apr-12,64,0,29.95,4.3,56
283253,21-Apr-12,68,T,29.81,5.2,63
283327,22-Apr-12,63,3.18,29.52,12.6,61
283364,23-Apr-12,57,T,29.48,13,44
283389,24-Apr-12,59,0,29.71,11.3,35
283414,25-Apr-12,64,0,29.89,9.1,47
283448,26-Apr-12,68,0.23,29.85,15.6,62
283476,27-Apr-12,68,0.04,29.95,10.8,54
283521,28-Apr-12,66,0.08,30.12,10,59
283561,29-Apr-12,59,0,30.16,6.9,53
283588,30-Apr-12,68,0,30.23,8.6,56
283619,1-May-12,74,0,30.15,11.3,66
283644,2-May-12,74,0.01,30.09,10.8,67
283683,3-May-12,72,0,30.08,4.8,67
283716,4-May-12,75,0,29.99,6.5,68
283746,5-May-12,76,0.13,29.84,4.8,69
283792,6-May-12,72,T,29.88,10.8,65
283819,7-May-12,69,0,30.02,9.3,57
283844,8-May-12,72,0,29.99,8.5,58
283882,9-May-12,76,0.34,29.79,9.1,67
283915,10-May-12,69,T,29.72,8.3,55
283940,11-May-12,66,0,30.07,6.2,47
283965,12-May-12,64,0,30.3,4.2,47
283990,13-May-12,74,0,30.26,12,53
284015,14-May-12,76,T,30.11,15,61
284085,15-May-12,72,1.6,30.01,14,68
284118,16-May-12,75,0.11,29.95,7.1,69
284160,17-May-12,72,0.32,29.94,7,65
284204,18-May-12,67,0.12,29.97,13.3,60
284237,19-May-12,66,0,30.03,10.8,56
284275,20-May-12,68,T,30.02,5.3,61
284307,21-May-12,72,0,29.96,5.6,64
284346,22-May-12,73,T,29.87,4.2,66
284379,23-May-12,73,0.53,29.92,7.4,67
284410,24-May-12,76,0,30.04,8.4,69
284449,25-May-12,76,0.06,30.07,9.3,68
284485,26-May-12,78,T,30.07,13.5,68
284526,27-May-12,79,0.12,30.1,9.3,71
284551,28-May-12,79,0,30.08,8.4,71
284582,29-May-12,79,0.04,29.98,11.7,72
284658,30-May-12,74,1.49,29.7,16.6,70
284685,31-May-12,78,0,29.83,8.8,69
284730,1-Jun-12,80,0.61,29.88,13,72
284763,2-Jun-12,74,0.29,29.78,6.5,65
284788,3-Jun-12,74,0,29.85,8,54
284813,4-Jun-12,76,0,29.69,8.9,62
284838,5-Jun-12,66,0,29.77,7.9,55
284863,6-Jun-12,68,0,29.93,9.2,57
284893,7-Jun-12,68,0,29.99,6.1,55
284920,8-Jun-12,71,0.11,30,4.7,60
284945,9-Jun-12,76,0,30.03,8.3,66
284970,10-Jun-12,79,0,30.12,9.2,68
284995,11-Jun-12,78,0,30.17,6.7,66
285030,12-Jun-12,77,0.18,30.03,11.9,68
285086,13-Jun-12,77,0.66,29.87,8.1,69
285123,14-Jun-12,72,T,29.99,12.9,64
285160,15-Jun-12,72,0,30.11,13.5,62
285196,16-Jun-12,72,0,30.15,12,62
285235,17-Jun-12,72,0,30.08,9.6,62
285260,18-Jun-12,72,0,30.07,4,60
285285,19-Jun-12,77,0,30.15,4.8,66
285312,20-Jun-12,78,0,30.12,8.3,70
285338,21-Jun-12,80,0,29.99,11.3,71
285363,22-Jun-12,81,0,29.89,13.7,71
285392,23-Jun-12,79,0.06,29.92,8.2,71
285417,24-Jun-12,80,0,29.99,3.8,71
285456,25-Jun-12,78,0.84,29.8,10.5,72
285483,26-Jun-12,70,T,29.8,8.3,58
285509,27-Jun-12,73,0,29.89,4.1,55
285534,28-Jun-12,76,0,29.93,7.8,65
285559,29-Jun-12,82,0,29.82,14,73
285590,30-Jun-12,84,0,29.83,6.7,74
285637,1-Jul-12,80,0.51,29.94,11.1,73
285662,2-Jul-12,81,0,29.92,7.4,71
285687,3-Jul-12,80,0,29.98,5.8,72
285712,4-Jul-12,84,0,29.93,12.7,76
285737,5-Jul-12,85,0,29.89,11.7,76
285770,6-Jul-12,84,0,29.91,10.3,77
285797,7-Jul-12,84,0,29.95,10.3,77
285822,8-Jul-12,84,0,29.91,12.7,77
285857,9-Jul-12,85,0,29.89,12.4,77
285906,10-Jul-12,80,0.6,29.94,9.2,75
285949,11-Jul-12,79,0.89,30.03,5.5,72
285988,12-Jul-12,80,0.55,30.1,4.8,72
286015,13-Jul-12,81,T,30.17,5.2,73
286041,14-Jul-12,82,0,30.19,5.7,73
286066,15-Jul-12,83,0,30.16,8,73
286093,16-Jul-12,84,0,30.01,10,74
286118,17-Jul-12,84,0,29.94,9.2,75
286143,18-Jul-12,84,0,29.98,9.8,75
286168,19-Jul-12,84,0,30,12.2,76
286210,20-Jul-12,80,1.12,29.95,13.5,75
286252,21-Jul-12,81,0.4,30,8.7,73
286294,22-Jul-12,80,0.17,30.12,5.3,74
286330,23-Jul-12,78,0.53,30.1,10,75
286356,24-Jul-12,83,0.01,29.89,12,74
286381,25-Jul-12,80,0,29.86,7.6,70
286406,26-Jul-12,82,0,29.89,9.3,75
286437,27-Jul-12,84,0,29.87,10.9,77
286466,28-Jul-12,84,0,29.94,8.2,75
286496,29-Jul-12,84,0,29.95,6.8,72
286531,30-Jul-12,80,0.39,29.99,4.7,73
286558,31-Jul-12,78,0.2,29.95,4.7,73
286602,1-Aug-12,76,0.59,29.89,4.2,72
286633,2-Aug-12,78,0,29.93,3.5,73
286661,3-Aug-12,81,0,30.03,5.6,75
286690,4-Aug-12,84,0.15,30.16,5.1,75
286715,5-Aug-12,85,0,30.2,8.3,75
286743,6-Aug-12,82,0.05,30.1,7.4,75
286772,7-Aug-12,82,0.03,30.02,4.9,74
286807,8-Aug-12,78,0.45,29.98,4.9,73
286832,9-Aug-12,80,T,29.97,6.8,74
286876,10-Aug-12,80,0.81,29.91,14.3,75
286934,11-Aug-12,78,1.14,29.97,14.5,74
286969,12-Aug-12,80,0.23,29.98,8.1,73
287001,13-Aug-12,80,0,29.99,5.3,75
287026,14-Aug-12,82,0,29.93,8.7,74
287053,15-Aug-12,80,0.03,29.9,9.7,74
287081,16-Aug-12,80,0,29.94,3.3,71
287108,17-Aug-12,80,T,29.92,6.9,73
287137,18-Aug-12,80,0.02,29.84,7.4,73
287170,19-Aug-12,82,0.32,29.85,5.9,74
287202,20-Aug-12,78,0.1,29.86,6.7,71
287227,21-Aug-12,75,0.18,30,4.1,70
287256,22-Aug-12,78,0.14,30.05,5.2,71
287283,23-Aug-12,78,0.11,30.05,6.8,72
287318,24-Aug-12,78,,30.05,6.8,71
287363,25-Aug-12,79,0.48,30.06,8.2,72
287391,26-Aug-12,81,0.01,30.12,5.8,74
287416,27-Aug-12,83,0.04,30.09,8.9,75
287448,28-Aug-12,80,0.04,29.98,10,75
287490,29-Aug-12,79,0.03,29.93,5.6,72
287515,30-Aug-12,80,0,30.08,4.9,69
287540,31-Aug-12,78,0,30.15,8.1,73
287567,1-Sep-12,84,0,30.06,5.8,76
287605,2-Sep-12,82,T,30.01,2.4,77
287630,3-Sep-12,81,0.04,30.03,4.9,75
287663,4-Sep-12,82,0.2,30.02,6.8,75
287690,5-Sep-12,82,T,29.95,10.4,74
287719,6-Sep-12,80,0.37,29.93,10.8,74
287759,7-Sep-12,81,0.23,29.91,4.7,74
287791,8-Sep-12,80,0.18,29.82,11.6,75
287848,9-Sep-12,77,0.44,29.8,6,68
287873,10-Sep-12,74,0,29.98,7.6,58
287898,11-Sep-12,70,0,30.21,6.1,54
287923,12-Sep-12,70,0,30.28,6.6,60
287952,13-Sep-12,76,0.34,30.25,6.5,68
287985,14-Sep-12,74,0.65,30.17,4.4,69
288012,15-Sep-12,76,0,30.1,6,65
288037,16-Sep-12,70,0,30.11,3.1,58
288064,17-Sep-12,77,0.01,30.08,7.6,66
288108,18-Sep-12,78,0.7,29.91,18.3,72
288144,19-Sep-12,76,0.01,29.94,10.1,67
288174,20-Sep-12,73,0.03,30.04,9.2,65
288200,21-Sep-12,69,0,30.04,4.1,61
288225,22-Sep-12,70,0,30,6,64
288252,23-Sep-12,72,0,30.01,9.6,62
288277,24-Sep-12,66,0,30.13,7.5,49
288302,25-Sep-12,68,0,30.22,5.2,54
288327,26-Sep-12,70,0,30.19,2,60
288352,27-Sep-12,72,0,30.15,3.5,66
288381,28-Sep-12,72,0,30.06,5.2,67
288430,29-Sep-12,74,1,29.92,5.3,67
288474,30-Sep-12,71,0.28,29.86,3.5,63
288519,1-Oct-12,73,0.05,29.89,4.5,69
288557,2-Oct-12,78,0.52,29.93,10.1,75
288589,3-Oct-12,80,0.11,30.09,6.6,76
288615,4-Oct-12,78,0,30.15,6.4,71
288640,5-Oct-12,72,0,30.08,4.8,64
288665,6-Oct-12,70,0,29.95,5.2,63
288699,7-Oct-12,72,0,29.96,5.7,67
288747,8-Oct-12,70,0.02,30.07,8.4,63
288777,9-Oct-12,68,0,30,6.1,65
288811,10-Oct-12,65,0,30,7.2,56
288836,11-Oct-12,60,0,30.17,8.4,49
288861,12-Oct-12,62,0,30.18,6.5,50
288886,13-Oct-12,64,0,30.35,8.7,51
288911,14-Oct-12,69,0,30.21,3.5,59
288944,15-Oct-12,70,0.36,29.87,4.9,66
288975,16-Oct-12,60,0,29.83,7.4,51
289000,17-Oct-12,60,0,29.96,4.6,51
289028,18-Oct-12,70,0.23,29.91,6.9,64
289067,19-Oct-12,74,T,29.76,5.1,69
289092,20-Oct-12,70,0,29.81,8.3,52
289117,21-Oct-12,64,0,30.01,6.3,50
289142,22-Oct-12,60,0,30.15,3.1,47
289167,23-Oct-12,61,0,30.16,4.6,52
289192,24-Oct-12,70,0,30.14,5,62
289217,25-Oct-12,72,0,30.12,4.8,64
289247,26-Oct-12,72,0.24,29.97,8.6,66
289307,27-Oct-12,69,3.22,29.62,15,65
289399,28-Oct-12,63,4.55,29.29,19.5,62
289435,29-Oct-12,54,0.08,29.23,22,49
289462,30-Oct-12,53,0,29.44,16.4,39
289487,31-Oct-12,54,0,29.67,10.8,39
289512,1-Nov-12,54,0,29.75,9.4,39
289537,2-Nov-12,52,0,29.84,9.2,38
289562,3-Nov-12,48,0,30,3.8,37
289591,4-Nov-12,51,0.01,30.01,6.7,45
289623,5-Nov-12,51,0.02,29.99,9.3,41
289648,6-Nov-12,52,0.7,29.96,9.5,46
289681,7-Nov-12,50,0.03,29.75,10.3,44
289709,8-Nov-12,48,0,29.91,9.9,37
289734,9-Nov-12,48,0,30.15,4,35
289759,10-Nov-12,52,0,30.33,3.3,40
289784,11-Nov-12,58,0,30.45,5,50
289811,12-Nov-12,64,0.01,30.36,5.4,59
289843,13-Nov-12,59,0.1,30.23,9.2,56
289881,14-Nov-12,54,0,30.31,12,48
289913,15-Nov-12,56,0.01,30.2,9.4,50
289951,16-Nov-12,54,0.07,30.2,10.5,49
289984,17-Nov-12,56,0,30.32,11.1,50
290023,18-Nov-12,59,0.11,30.25,14.5,55
290055,19-Nov-12,58,0.03,30.08,13.8,56
290088,20-Nov-12,56,0,30.01,10.8,52
290133,21-Nov-12,56,0,30.03,11.2,50
290168,22-Nov-12,55,0,30.04,11.9,50
290199,23-Nov-12,54,0,30,6.7,50
290224,24-Nov-12,50,0,29.89,8.6,35
290249,25-Nov-12,44,0,30.08,6.1,30
290274,26-Nov-12,47,0,30.15,4.9,39
290300,27-Nov-12,50,0.05,30.16,2.6,44
290337,28-Nov-12,48,T,30.23,6.1,38
290362,29-Nov-12,42,0,30.41,2.3,34
290387,30-Nov-12,44,0,30.37,3.1,38
290412,1-Dec-12,50,0,30.35,2.3,41
290443,2-Dec-12,50,0,30.35,2.6,47
290468,3-Dec-12,62,0,30.26,6.7,55
290493,4-Dec-12,60,0,30.27,4.4,56
290520,5-Dec-12,60,T,30.15,8.2,53
290545,6-Dec-12,52,0,30.22,9,42
290584,7-Dec-12,60,0.54,30.11,7.5,55
290645,8-Dec-12,60,0.07,29.98,6.7,58
290675,9-Dec-12,60,0,30.11,3.4,56
290742,10-Dec-12,62,0.08,29.88,12.9,61
290790,11-Dec-12,62,0.14,29.89,9.9,58
290826,12-Dec-12,53,0.47,30.15,14.7,51
290862,13-Dec-12,52,0.68,30.17,13.8,48
290887,14-Dec-12,46,0,30.25,6.6,44
290912,15-Dec-12,48,0,30.2,4.3,44
290984,16-Dec-12,59,0.31,30.03,5.5,57
291067,17-Dec-12,60,0.54,29.82,4.6,57
291096,18-Dec-12,58,0.02,29.68,11.2,52
291121,19-Dec-12,52,0,29.97,6.6,42
291146,20-Dec-12,57,T,30.06,10.7,49
291186,21-Dec-12,54,0.5,29.59,20.7,38
291211,22-Dec-12,44,0,29.88,14.8,27
291236,23-Dec-12,46,0,30.08,6.5,31
291261,24-Dec-12,52,T,30.01,6.1,43
291296,25-Dec-12,52,0,30.02,6.2,46
291352,26-Dec-12,59,1.79,29.76,17.4,56
291378,27-Dec-12,48,0,29.76,14.5,36
291403,28-Dec-12,40,0,30.08,3.1,34
291467,29-Dec-12,54,1.37,29.75,10.6,47
291492,30-Dec-12,44,0,30.1,13.6,27
291517,31-Dec-12,46,0,30.29,9.7,32
291544,1-Jan-13,52,0.07,30.03,7.5,46
291600,2-Jan-13,45,0.36,30,7.9,42
291625,3-Jan-13,42,0.01,30.17,7.5,33
291650,4-Jan-13,42,0,30.22,6.4,33
291675,5-Jan-13,44,0,30.29,5.8,33
291711,6-Jan-13,46,0.17,30.17,4.6,41
291736,7-Jan-13,47,0,30.28,6.4,39
291761,8-Jan-13,51,0,30.39,5.7,47
291786,9-Jan-13,58,0,30.37,3.6,51
291811,10-Jan-13,52,0,30.44,6.7,44
291856,11-Jan-13,58,0.23,30.31,7.3,55
291924,12-Jan-13,58,0,30.13,3.4,58
291982,13-Jan-13,60,0,30.13,2.8,58
292007,14-Jan-13,65,0,30.15,6.7,60
292067,15-Jan-13,57,0.02,30.16,5.6,54
292122,16-Jan-13,59,0.01,30.02,6.2,57
292182,17-Jan-13,52,0.63,29.95,8.8,52
292217,18-Jan-13,42,0.04,30.25,11.5,33
292242,19-Jan-13,47,0,30.38,5.1,39
292267,20-Jan-13,52,0,30.07,7.7,46
292292,21-Jan-13,52,0,29.98,5.4,44
292317,22-Jan-13,43,0,30.07,8.6,18
292342,23-Jan-13,33,0,30.27,6.1,11
292367,24-Jan-13,40,0,30.18,11.6,22
292397,25-Jan-13,34,0.35,30.33,5.6,25
292433,26-Jan-13,37,0,30.18,6.9,31
292458,27-Jan-13,39,0,30.48,7.3,26
292483,28-Jan-13,44,T,30.4,5.4,41
292516,29-Jan-13,56,0,30.18,8.1,53
292548,30-Jan-13,62,0,30,13.1,59
292586,31-Jan-13,58,0.28,29.74,17.9,42
292611,1-Feb-13,44,0,30.09,14.4,22
292636,2-Feb-13,44,0,30.3,6.5,21
292661,3-Feb-13,45,0,29.92,8.1,35
292686,4-Feb-13,44,0,30.06,7,26
292711,5-Feb-13,52,0,29.97,9,41
292736,6-Feb-13,52,0,30.08,5.3,42
292761,7-Feb-13,56,0.21,30.22,11.7,47
292820,8-Feb-13,56,2.82,29.7,18.2,50
292845,9-Feb-13,45,0,30.11,11.9,28
292870,10-Feb-13,45,0,30.39,5.9,34
292914,11-Feb-13,58,0.23,30.12,16.9,57
292939,12-Feb-13,55,0,29.96,6.3,47
292990,13-Feb-13,53,0.83,29.77,9,50
293025,14-Feb-13,45,0,29.94,5.6,39
293050,15-Feb-13,46,0,30.03,4.2,39
293080,16-Feb-13,44,0.18,29.8,9.3,40
293109,17-Feb-13,36,T,29.95,16.1,19
293134,18-Feb-13,38,0,30.35,7.7,17
293163,19-Feb-13,54,0.06,30.11,11.9,48
293188,20-Feb-13,46,0,30,8,31
293213,21-Feb-13,42,0,30.14,6.2,28
293242,22-Feb-13,46,0.18,30.24,8.5,37
293330,23-Feb-13,54,2.05,29.93,7.1,52
293386,24-Feb-13,44,0.04,29.86,5,44
293414,25-Feb-13,43,0,30.11,10.1,33
293473,26-Feb-13,52,0.96,29.93,12.7,50
293518,27-Feb-13,53,0,29.7,9.1,47
293543,28-Feb-13,51,0,29.72,10.7,38
293568,1-Mar-13,46,0,29.81,7.6,32
293593,2-Mar-13,45,0,29.83,5.3,31
293618,3-Mar-13,42,0,29.84,7.1,24
293643,4-Mar-13,42,0,29.96,9.6,25
293668,5-Mar-13,48,0.09,30.03,6,35
293705,6-Mar-13,49,0.15,29.54,19.8,40
293732,7-Mar-13,48,0,29.96,11.9,34
293757,8-Mar-13,46,0,30.09,10.9,30
293782,9-Mar-13,48,0,30.19,9.4,33
293807,10-Mar-13,50,0,30.27,6.1,41
293832,11-Mar-13,56,T,30.18,7,47
293899,12-Mar-13,56,1.22,29.91,10.7,52
293930,13-Mar-13,49,0,29.95,8,37
293955,14-Mar-13,45,0,30.09,9.5,25
293980,15-Mar-13,44,0,30.07,9.5,33
294005,16-Mar-13,58,0,29.82,13.1,49
294055,17-Mar-13,52,T,29.99,10.9,46
294096,18-Mar-13,60,0,30.04,6.5,51
294140,19-Mar-13,58,0.32,29.83,7.7,52
294165,20-Mar-13,51,0,29.98,5.8,26
294198,21-Mar-13,46,T,29.73,7.7,31
294223,22-Mar-13,42,0,29.99,7.4,21
294248,23-Mar-13,47,0,29.99,4.5,35
294286,24-Mar-13,50,0.32,29.71,10.8,43
294325,25-Mar-13,48,0.12,29.55,12.4,39
294350,26-Mar-13,47,0,29.86,10.6,30
294375,27-Mar-13,48,0,30.08,9.3,31
294400,28-Mar-13,46,0,30.14,8.2,31
294425,29-Mar-13,48,0,30.24,5.3,34
294450,30-Mar-13,48,0,30.18,5.3,42
294475,31-Mar-13,56,T,30,10.4,49
294533,1-Apr-13,58,0.02,29.85,6,53
294558,2-Apr-13,50,0,30.05,9.1,34
294583,3-Apr-13,48,0,30.19,6.9,33
294617,4-Apr-13,52,0.79,30.24,11.9,40
294666,5-Apr-13,53,0.33,29.83,7.8,48
294695,6-Apr-13,48,0,30.16,9.3,41
294720,7-Apr-13,60,0,30.23,6.3,48
294745,8-Apr-13,60,0,30.17,5.6,54
294770,9-Apr-13,63,0,30.16,7.9,57
294798,10-Apr-13,63,0,30.08,10.4,57
294826,11-Apr-13,64,0,29.98,9.3,59
294889,12-Apr-13,64,0.5,29.83,11.5,61
294939,13-Apr-13,56,0,29.89,9.5,49
294966,14-Apr-13,60,0,30.08,6.1,49
294996,15-Apr-13,66,0.11,30.09,9.3,56
295033,16-Apr-13,66,T,30.23,7.4,57
295060,17-Apr-13,62,0,30.21,3.5,56
295089,18-Apr-13,68,0,30.18,6.5,59
295132,19-Apr-13,68,0.19,30.01,13.4,63
295183,20-Apr-13,59,1.14,30.03,9.4,50
295208,21-Apr-13,54,0,30.37,13.7,41
295258,22-Apr-13,56,0.28,30.23,13.8,53
295288,23-Apr-13,54,0,30.1,11.3,51
295324,24-Apr-13,54,0,30.13,5.8,51
295354,25-Apr-13,58,0.01,30.17,9.5,50
295379,26-Apr-13,56,0,30.33,7.4,46
295404,27-Apr-13,62,0,30.34,6.9,46
295429,28-Apr-13,60,T,30.23,7.3,49
295474,29-Apr-13,64,0.5,30.07,7.6,58
295510,30-Apr-13,65,0,30.04,6.8,60
295550,1-May-13,68,0,30.15,8.5,60
295582,2-May-13,64,0.04,30.24,10.8,57
295607,3-May-13,62,0,30.18,14,51
295640,4-May-13,60,T,30.08,13.7,53
295682,5-May-13,64,0.2,30.02,9,58
295714,6-May-13,66,0.29,29.97,13.1,59
295763,7-May-13,64,0.42,29.92,4.6,58
295797,8-May-13,62,0,29.99,5.4,56
295822,9-May-13,68,0,30.01,7,61
295851,10-May-13,69,0,30.06,6.3,63
295878,11-May-13,72,0,29.95,10,65
295911,12-May-13,69,T,29.83,7.4,61
295936,13-May-13,59,T,30.02,9.8,43
295961,14-May-13,60,T,30.16,6.2,37
295986,15-May-13,70,0,30.06,13,59
296011,16-May-13,72,0,29.93,12.8,64
296036,17-May-13,74,0,30.04,5.2,64
296066,18-May-13,75,0,30.15,5.1,66
296094,19-May-13,76,0,30.16,7.7,67
296119,20-May-13,75,T,30.13,8.2,67
296144,21-May-13,76,0,30.06,8.1,68
296183,22-May-13,75,0.27,30.03,9.2,69
296248,23-May-13,71,2.15,29.95,12.7,69
296299,24-May-13,70,T,29.87,8.3,61
296324,25-May-13,62,0,30.14,9,41
296349,26-May-13,63,0,30.18,4.8,46
296374,27-May-13,66,0,30.25,4.1,50
296399,28-May-13,76,0,30.25,8,59
296426,29-May-13,76,0,30.24,6.9,67
296451,30-May-13,74,0,30.25,5.6,67
296478,31-May-13,77,0,NA,6,NA
296502,1-Jun-13,78,0,30.14,7.8,70
296527,2-Jun-13,79,0,30.04,9.8,71
296575,3-Jun-13,76,1.56,29.94,11.1,71
296616,4-Jun-13,74,T,29.99,7.5,67
296641,5-Jun-13,74,0,30.09,6.2,57
296673,6-Jun-13,80,0.75,29.98,11.4,67
296735,7-Jun-13,79,0.84,29.75,23.4,73
296774,8-Jun-13,80,T,29.96,14.3,74
296816,9-Jun-13,80,0,30.14,10.1,74
296841,10-Jun-13,78,0.02,30.09,12.7,73
296879,11-Jun-13,78,0.1,29.93,16,73
296908,12-Jun-13,80,0,29.91,9,72
296936,13-Jun-13,80,0,29.75,13.6,74
296964,14-Jun-13,70,0.3,29.78,9.1,60
296989,15-Jun-13,71,0,30.05,7,60
297014,16-Jun-13,79,0,30.1,11.7,67
297039,17-Jun-13,80,0,30.04,10.3,70
297071,18-Jun-13,78,T,29.91,9.7,73
297121,19-Jun-13,74,0.25,29.95,9.6,67
297147,20-Jun-13,74,0,30.14,10,66
297177,21-Jun-13,79,T,30.17,8.1,71
297202,22-Jun-13,80,0.01,30.19,8.5,71
297227,23-Jun-13,82,T,30.2,9.6,73
297252,24-Jun-13,80,0,30.19,8.7,74
297287,25-Jun-13,80,0,30.1,10.7,74
297314,26-Jun-13,81,0,30,11.9,74
297347,27-Jun-13,81,0.22,29.87,13.8,73
